theta_z_deg,open_step,align_deg,tilt_deg,cost,t_flight,release_x,release_y,release_z,vel_x,vel_y,vel_z,land_x,land_y,land_z
5.0,0.014428571428571428,44.950704973809394,60,1.3653842104683849,0.31724114167641565,0.006308661126330446,0.06270579572596856,0.49832766111077076,-0.0015306515073377353,0.00443271079900831,-0.014748830219883935,0.005823075494633897,0.06411203396056733,0.0
-5.0,0.022714285714285715,44.950704973809394,60,1.3665908888383478,0.3508571805184512,0.01468166611423584,0.04913056711582052,0.6089545309155142,0.0022167638719088056,0.008860114138000141,-0.014664934625692183,0.01545943363620893,0.05223920178135092,0.0
5.0,0.018571428571428572,44.950704973809394,60,1.3667250117374026,0.3337862990910213,-0.002946316651759486,0.06407467953581958,0.5473788407045344,0.023543485080884594,-0.002849513005164228,-0.002686258487409887,0.004912176101093657,0.06312355113561408,0.0
15.0,0.018571428571428572,44.950704973809394,90,1.3668780756695198,0.33986373354326016,0.04872184794421951,0.018497036374644334,0.5716872088801693,0.002236522452346845,-0.002282022757650326,-0.015075515377409587,0.04948196081502743,0.017721459600198608,0.0
15.0,0.018571428571428572,44.950704973809394,75,1.3671700495181245,0.33971259085617145,0.031753512610757255,0.035218641090077364,0.5669295200155187,0.0010836707519035205,-0.002382493584638379,-0.0025602209766617534,0.03212164920952146,0.03440927802174165,0.0
-25.0,0.022714285714285715,44.950704973809394,90,1.3684980770847515,0.12115650656307651,0.031195295828267352,0.033457485591356056,0.072,0.0,0.0,0.0,0.031195295828267352,0.033457485591356056,0.0
45.0,0.026857142857142857,44.950704973809394,60,1.3688849124085727,0.3807917764256876,0.09304170871324893,-0.026892286172889343,0.7113384157088706,0.0023351373507840556,0.002076153129365599,-0.0002672236177136966,0.09393090981325197,-0.026101704134626466,0.0
15.0,0.014428571428571428,44.950704973809394,90,1.3691171854592477,0.32488754207150533,0.056043944975272694,0.007197840311875387,0.5142490424594204,0.006445694870969021,-0.002667957767951909,0.010720942269228928,0.05813807093884473,0.006331054070294911,0.0
-5.0,0.022714285714285715,44.950704973809394,75,1.3696778125402949,0.3546066531830386,0.02661087836325466,0.038788036964572954,0.6177571081185989,0.00035722505312807407,-0.0071038648113724845,-0.0027455045110968967,0.02673755274377754,0.0362689592391474,0.0
35.0,0.018571428571428572,44.950704973809394,75,1.3699609494871932,0.3404711305605434,0.08094000281890232,-0.015970244969560093,0.5647508983348486,-4.146130847648699e-05,0.00014420599497022568,0.011277312305191245,0.08092588644033082,-0.015921146991418972,0.0
25.0,0.006142857142857143,44.950704973809394,60,1.3750178956087835,0.29316353873345596,0.03024367731536261,0.02224754365608605,0.4192523470996685,0.005817372457982695,0.00427316293859753,0.007869987454283134,0.03194911881127536,0.023500279224749957,0.0
15.0,0.010285714285714285,44.950704973809394,90,1.3751495910485705,0.30836900005430273,0.05675389531296573,-0.0004151980140758237,0.46706760349644966,-0.0055397649079824696,0.004432539096189628,-0.0020886967962407965,0.055045603547755256,0.0009516596347177747,0.0
-25.0,0.039285714285714285,44.950704973809394,90,1.3759417936105363,0.12115650656307651,0.46600186229199064,-0.2680937695330567,0.072,0.0,0.0,0.0,0.46600186229199064,-0.2680937695330567,0.0
15.0,0.018571428571428572,44.950704973809394,60,1.3760813360368598,0.3387158962113714,0.03724653676518592,0.009544825070661858,0.5639600582493536,0.008049000154141672,0.013524837757234454,-0.0035928932609863296,0.03997286106600148,0.01412590261271692,0.0
